seqnames,start,end,width,strand,gene_id,baseMean,log2FoldChange,lfcSE,pvalue,padj,symbol,tx_ids
X,100584936,100599885,14950,+,ENSG00000000005,3.0341805797647403,-2.199817155697018,0.3154969462101188,1.703959581863485e-14,2.811047620664688e-14,TNMD,
7,150800403,150805118,4716,+,ENSG00000002933,94.57822367467415,-3.2316337213537785,0.11356413559044685,9.253023428386496e-191,8.066156147671324e-190,TMEM176A,
19,35754566,35758079,3514,-,ENSG00000004776,576.262167281425,-3.0599039907353864,0.07043568777649824,0,0,HSPB6,
19,35774532,35788822,14291,+,ENSG00000004777,85.84538834668396,-2.310476380307164,0.10138759044308049,1.280455996902504e-125,6.954596640630124e-125,ARHGAP33,
7,95583499,95596516,13018,-,ENSG00000004799,22703.168752187095,-4.9619199006178905,0.10996995736493492,0,0,PDK4,
17,58301228,58328795,27568,-,ENSG00000005379,376.79044283130133,-3.2353579512939885,0.09172040017413213,2.5313544568999333e-297,4.246973617425574e-296,TSPOAP1,
17,58269856,58280935,11080,-,ENSG00000005381,25.123946120373624,-2.4616096065784077,0.13122490162077166,1.6742991404087464e-85,6.458060914936389e-85,MPO,
7,87401697,87480435,78739,-,ENSG00000005471,467.83562372118723,-2.9894088983517597,0.09921839490357784,3.179800744217987e-221,3.3641053463456276e-220,ABCB4,
11,17493895,17544416,50522,-,ENSG00000006611,5.640614801131882,-2.6956834805782934,0.22293585342298639,1.698067846579543e-38,4.05202289911088e-38,USH1C,
19,41549518,41586844,37327,+,ENSG00000007129,4.395005220741138,-3.5973673002193327,0.31163788033306056,7.317207851775203e-35,1.660484808820535e-34,CEACAM21,
19,45162928,45178237,15310,-,ENSG00000007255,80.98995573975597,-2.2159996199621284,0.07827149620905202,8.696718615182641e-185,7.269040102246776e-184,TRAPPC6A,
17,63928740,63932354,3615,-,ENSG00000007312,295.322754451929,-2.3532374895680546,0.06161739660285682,0,0,CD79B,
17,63938554,63972918,34365,-,ENSG00000007314,34.52884608125915,-2.477160949442574,0.13004791458555637,8.51519696176098e-90,3.4268566073561826e-89,SCN4A,
X,154295795,154330350,34556,+,ENSG00000007350,2.9205005292717385,-2.8457606299631895,0.3494921107202762,6.870069539201343e-19,1.2276668717048196e-18,TKTL1,
1,171248471,171285978,37508,+,ENSG00000010932,3.1746938421598925,-5.571931601489302,0.710701856590866,7.706142552352485e-18,1.3533738850261942e-17,FMO1,
7,44512535,44541315,28781,-,ENSG00000015520,28.161751344830844,-2.2041069941000253,0.11972697217122204,6.876423146733152e-82,2.5655683370320093e-81,NPC1L1,
1,86547078,86580754,33677,+,ENSG00000016602,4.173196950735537,-3.9684817746663654,0.3378346550306763,4.425978981608798e-37,1.0356813244017952e-36,CLCA4,
11,73646178,73662819,16642,+,ENSG00000021300,179.5407287166199,-4.1844978162554005,0.1079607913161106,0,0,PLEKHB1,
X,136146702,136211359,64658,+,ENSG00000022267,17231.033798234257,-2.556278819581829,0.06866534769647475,0,0,FHL1,
8,48710789,48735311,24523,-,ENSG00000034239,127.5132414291768,-2.4806000449888637,0.077308079394512,5.155394213172807e-237,6.027243158590386e-236,EFCAB1,
3,89107621,89482134,374514,+,ENSG00000044524,1216.6402084523188,-2.067427492753268,0.0509832679254884,0,0,EPHA3,
X,13770939,13938638,167700,-,ENSG00000046653,1236.342044054566,-2.7805640963041585,0.05201652472159597,0,0,GPM6B,
X,37685791,37732130,46340,+,ENSG00000047597,28.855162159221795,-2.0336527852727384,0.10785462175867612,1.376475862340124e-84,5.258792581002434e-84,XK,
11,44260440,44310139,49700,-,ENSG00000052850,102.73910237108198,-2.7359071851248262,0.07983161343799702,1.6563913324026058e-268,2.3681780721471312e-267,ALX4,
1,85018082,85048500,30419,-,ENSG00000055732,1531.4621974264128,-2.2915540959927876,0.04025727830895306,0,0,MCOLN3,
2,56183990,56386172,202183,+,ENSG00000055813,2913.2381461826067,-3.636374087350991,0.05038467037526993,0,0,CCDC85A,
X,2828822,2882820,53999,+,ENSG00000056998,530.7380874942701,-3.432938952583699,0.08806617216858953,0,0,GYG2,
7,44217150,44334577,117428,-,ENSG00000058404,10.69807628029219,-2.576896567341114,0.21635310923949602,1.786855306228105e-39,4.3140493029206054e-39,CAMK2B,
19,48637946,48646187,8242,-,ENSG00000063180,479.9603448125153,-2.3912356092157383,0.06304455998108668,0,0,CA11,
11,2301997,2318200,16204,+,ENSG00000064201,16.600857612742075,-2.657093233286442,0.16675852792336762,7.0532067345468395e-65,2.233616231794089e-64,TSPAN32,
20,44714844,44728509,13666,+,ENSG00000064205,999.2396853194633,-2.1300301534428985,0.08477754059295074,8.89485991658973e-151,5.870162643059861e-150,CCN5,
16,2039815,2047866,8052,-,ENSG00000065057,105.14928436258836,-2.218234413239343,0.07147895906105871,1.5712680415623809e-220,1.65099335971219e-219,NTHL1,
3,123968521,123992178,23658,-,ENSG00000065371,5.336929999565314,-2.43877750734889,0.20762258530215819,5.355667936141128e-35,1.216401058851579e-34,ROPN1,
3,123610049,123884331,274283,-,ENSG00000065534,2218.7832047685283,-2.4774646380836365,0.08957981880829705,6.515467503207983e-185,5.458218399966343e-184,MYLK,
2,219434843,219493629,58787,+,ENSG00000072195,792.7465649273022,-2.2450221719010814,0.058940007832029795,0,0,SPEG,
12,108129288,108250537,121250,+,ENSG00000075035,4794.802292396095,-2.627451536212804,0.09006560617667043,1.4166607993365245e-205,1.3615274862301914e-204,WSCD2,
X,111245099,111270483,25385,-,ENSG00000077274,428.56426321777406,-2.76016346576597,0.07524079192499211,0,0,CAPN6,
X,78945332,78963727,18396,+,ENSG00000078589,53.39583732474162,-2.2586745049814447,0.1081096126179766,2.3509710161868244e-105,1.0930565469671034e-104,P2RY10,
9,119153458,119369435,215978,-,ENSG00000078725,24.036018168674698,-2.148697613146725,0.10699083798906667,9.388770004769279e-94,3.912234593460368e-93,BRINP1,
18,596988,650334,53347,+,ENSG00000079101,36.02739575428607,-2.346900867694197,0.12030780795013607,1.798781187743322e-90,7.2946401975838954e-90,CLUL1,
19,42297033,42303546,6514,-,ENSG00000079462,63.99994025307344,-2.3285739176231997,0.07757881503652989,3.5278786437995395e-205,3.380029787773086e-204,PAFAH1B3,
2,21001429,21044073,42645,-,ENSG00000084674,84.2362700594014,-3.0052360580140487,0.09733829364276245,2.491321215345263e-222,2.6524314403376197e-221,APOB,
11,89324353,89498187,173835,-,ENSG00000086991,79.66329625855478,-3.5696489896860677,0.10506561597491097,1.5298433330619996e-269,2.206031697761222e-268,NOX4,
19,48813018,48836510,23493,-,ENSG00000087076,464.97354955783993,-2.5907509594243767,0.050773469816365956,0,0,HSD17B14,
4,68447463,68497604,50142,+,ENSG00000087128,2.5329002043966535,-2.442667524225013,0.387412667083338,1.107245217343827e-9,1.649641876067016e-9,TMPRSS11E,
20,36091504,36232799,141296,+,ENSG00000088367,4392.023797619806,-2.0428994478618168,0.0520663822408648,0,0,EPB41L1,
7,107660828,107717782,56955,+,ENSG00000091137,3485.5759196387176,-3.523910831903237,0.12260626356800507,1.1751801625984071e-212,1.1759440933649932e-211,SLC26A4,
8,6499651,6563409,63759,-,ENSG00000091879,315.5912677882193,-2.131543754445046,0.11405815849724212,2.162980326385317e-89,8.663177057456544e-89,ANGPT2,
1,171185249,171212686,27438,+,ENSG00000094963,197.34290904787042,-4.378744551832795,0.1560748661752473,2.030465674216114e-207,1.9750796173838897e-206,FMO2,
6,41158506,41163186,4681,-,ENSG00000095970,4.058919510777505,-4.152327411424884,0.32259315227781127,7.198961474061103e-48,1.917785064160033e-47,TREM2,
22,21009808,21028830,19023,+,ENSG00000099957,115.90950099117354,-2.872446453017739,0.1317828812999593,2.7759037105717674e-122,1.4726161212430122e-121,P2RX6,
22,38078134,38084093,5960,-,ENSG00000100156,5.730793133148776,-2.8507555649745338,0.16719580601568385,2.079890309459224e-68,6.835035366719584e-68,SLC16A8,
22,36487190,36507101,19912,-,ENSG00000100350,1843.1435265968069,-2.0748499448329776,0.04250673768420424,0,0,FOXRED2,
20,63235883,63240495,4613,+,ENSG00000101197,13.037411545000003,-2.338495785477207,0.1425014783934151,2.0928660513662172e-64,6.594920112732304e-64,BIRC7,
20,13221274,13300651,79378,+,ENSG00000101230,13103.094661047853,-3.130548213051221,0.06197058255662646,0,0,ISM1,
20,958452,1002311,43860,-,ENSG00000101282,3.726366830942313,-2.1294912097896996,0.21503675419723972,1.0003710172487154e-25,1.9992268127900327e-25,RSPO4,
20,36541497,36551447,9951,+,ENSG00000101335,1471.9127073933787,-2.112798539325689,0.04533212164539028,0,0,MYL9,
X,9725346,9786297,60952,-,ENSG00000101850,2.105833464955377,-3.6608108609681933,0.37643952755632404,7.928258970415846e-27,1.609349447269467e-26,GPR143,
19,11574660,11579008,4349,-,ENSG00000102575,149.1799630374152,-2.092087491587766,0.06644795573622742,1.4110697114733528e-225,1.543237401440839e-224,ACP5,
13,23180952,23325165,144214,+,ENSG00000102683,5.873912502114671,-3.2858167051109413,0.24434510046488425,3.2642108989980735e-48,8.736091528005276e-48,SGCG,
16,68229111,68238102,8992,-,ENSG00000103067,52.7034774949758,-2.372943228606637,0.10408451507648858,2.778328947168133e-124,1.4962475892737538e-123,ESRP2,
16,3022620,3024286,1667,-,ENSG00000103145,327.93149028823575,-2.457744444138741,0.05367776306501457,0,0,HCFC1R1,
