seqnames,start,end,width,strand,gene_id,baseMean,log2FoldChange,lfcSE,pvalue,padj,symbol,tx_ids
7,150800403,150805118,4716,+,ENSG00000002933,94.57822367467415,-3.2316337213537785,0.11356413559044685,9.253023428386496e-191,8.066156147671324e-190,TMEM176A,
19,35754566,35758079,3514,-,ENSG00000004776,576.262167281425,-3.0599039907353864,0.07043568777649824,0,0,HSPB6,
7,95583499,95596516,13018,-,ENSG00000004799,22703.168752187095,-4.9619199006178905,0.10996995736493492,0,0,PDK4,
17,58301228,58328795,27568,-,ENSG00000005379,376.79044283130133,-3.2353579512939885,0.09172040017413213,2.5313544568999333e-297,4.246973617425574e-296,TSPOAP1,
19,41549518,41586844,37327,+,ENSG00000007129,4.395005220741138,-3.5973673002193327,0.31163788033306056,7.317207851775203e-35,1.660484808820535e-34,CEACAM21,
1,171248471,171285978,37508,+,ENSG00000010932,3.1746938421598925,-5.571931601489302,0.710701856590866,7.706142552352485e-18,1.3533738850261942e-17,FMO1,
1,86547078,86580754,33677,+,ENSG00000016602,4.173196950735537,-3.9684817746663654,0.3378346550306763,4.425978981608798e-37,1.0356813244017952e-36,CLCA4,
11,73646178,73662819,16642,+,ENSG00000021300,179.5407287166199,-4.1844978162554005,0.1079607913161106,0,0,PLEKHB1,
2,56183990,56386172,202183,+,ENSG00000055813,2913.2381461826067,-3.636374087350991,0.05038467037526993,0,0,CCDC85A,
X,2828822,2882820,53999,+,ENSG00000056998,530.7380874942701,-3.432938952583699,0.08806617216858953,0,0,GYG2,
2,21001429,21044073,42645,-,ENSG00000084674,84.2362700594014,-3.0052360580140487,0.09733829364276245,2.491321215345263e-222,2.6524314403376197e-221,APOB,
11,89324353,89498187,173835,-,ENSG00000086991,79.66329625855478,-3.5696489896860677,0.10506561597491097,1.5298433330619996e-269,2.206031697761222e-268,NOX4,
7,107660828,107717782,56955,+,ENSG00000091137,3485.5759196387176,-3.523910831903237,0.12260626356800507,1.1751801625984071e-212,1.1759440933649932e-211,SLC26A4,
1,171185249,171212686,27438,+,ENSG00000094963,197.34290904787042,-4.378744551832795,0.1560748661752473,2.030465674216114e-207,1.9750796173838897e-206,FMO2,
6,41158506,41163186,4681,-,ENSG00000095970,4.058919510777505,-4.152327411424884,0.32259315227781127,7.198961474061103e-48,1.917785064160033e-47,TREM2,
20,13221274,13300651,79378,+,ENSG00000101230,13103.094661047853,-3.130548213051221,0.06197058255662646,0,0,ISM1,
X,9725346,9786297,60952,-,ENSG00000101850,2.105833464955377,-3.6608108609681933,0.37643952755632404,7.928258970415846e-27,1.609349447269467e-26,GPR143,
13,23180952,23325165,144214,+,ENSG00000102683,5.873912502114671,-3.2858167051109413,0.24434510046488425,3.2642108989980735e-48,8.736091528005276e-48,SGCG,
16,14632931,14669236,36306,+,ENSG00000103429,299.5456254991365,-14.734303019520635,1.9625775931024831,6.670299608535305e-30,1.4130019996429377e-29,BFAR,
15,49858238,50182817,324580,-,ENSG00000104043,2127.962096473369,-5.852424886816564,0.11554956849395574,0,0,ATP8B4,
15,27754875,28099315,344441,-,ENSG00000104044,1.9590052860731333,-3.193233421480892,0.5691151348792687,5.809491752861876e-8,8.293116820623229e-8,OCA2,
19,2977538,2995179,17642,+,ENSG00000104953,47.85434956608019,-3.1154826850505297,0.1357664292122726,1.925050349525707e-132,1.0988729930914357e-131,TLE6,
19,48630030,48637438,7409,-,ENSG00000105516,356.6708467872583,-3.883623858645612,0.09092253554825608,0,0,DBP,
7,97020396,97024950,4555,-,ENSG00000105880,627.1312673907233,-3.3276544517593325,0.062463418694266054,0,0,DLX5,
9,92456205,92482506,26302,-,ENSG00000106819,2531.209551242084,-5.253651523722588,0.1020234671240183,0,0,ASPN,
10,8045378,8075198,29821,+,ENSG00000107485,243.4368633191896,-3.476928883724682,0.10672305439965711,2.709302614161118e-258,3.6825782110952294e-257,GATA3,
17,3896592,3916476,19885,-,ENSG00000108405,4.930372674548061,-3.2338618977839046,0.24010427452157793,1.740580226582451e-46,4.563803824759551e-46,P2RX1,
