seqnames,start,end,width,strand,gene_id,baseMean,log2FoldChange,lfcSE,pvalue,padj,symbol,tx_ids
X,100627109,100639991,12883,-,ENSG00000000003,6508.834480174605,-1.366502892763576,0.031624753215713994,0,0,TSPAN6,
X,100584936,100599885,14950,+,ENSG00000000005,3.0341805797647403,-2.199817155697018,0.3154969462101188,1.703959581863485e-14,2.811047620664688e-14,TNMD,
7,150800403,150805118,4716,+,ENSG00000002933,94.57822367467415,-3.2316337213537785,0.11356413559044685,9.253023428386496e-191,8.066156147671324e-190,TMEM176A,
3,129555175,129606818,51644,-,ENSG00000004399,2359.957224168325,-1.141577257282962,0.0359974064440703,2.112815664358194e-224,2.281001224548484e-223,PLXND1,
17,3860315,3894891,34577,-,ENSG00000004660,849.7731232426614,-1.527150247660341,0.06226918459686543,3.064505971366635e-139,1.846902261112055e-138,CAMKK1,
19,35754566,35758079,3514,-,ENSG00000004776,576.262167281425,-3.0599039907353864,0.07043568777649824,0,0,HSPB6,
19,35774532,35788822,14291,+,ENSG00000004777,85.84538834668396,-2.310476380307164,0.10138759044308049,1.280455996902504e-125,6.954596640630124e-125,ARHGAP33,
7,95583499,95596516,13018,-,ENSG00000004799,22703.168752187095,-4.9619199006178905,0.10996995736493492,0,0,PDK4,
7,11370365,11832198,461834,-,ENSG00000005108,229.08680401673263,-1.256935253409164,0.08426494143501813,3.326899685243415e-54,9.457447058451271e-54,THSD7A,
16,20610243,20797581,187339,+,ENSG00000005187,86.51791237396361,-1.3119294054728319,0.06809189705565391,4.445665629694413e-86,1.727031241045535e-85,ACSM3,
16,20806429,20849668,43240,+,ENSG00000005189,193.36975756791807,-1.043440673921066,0.050284060941535376,5.402006194733695e-98,2.3423910429371083e-97,REXO5,
17,48026167,48038030,11864,-,ENSG00000005243,1444.2888281657383,-1.5734461251784777,0.04160472770031359,0,0,COPZ2,
17,58301228,58328795,27568,-,ENSG00000005379,376.79044283130133,-3.2353579512939885,0.09172040017413213,2.5313544568999333e-297,4.246973617425574e-296,TSPOAP1,
17,58269856,58280935,11080,-,ENSG00000005381,25.123946120373624,-2.4616096065784077,0.13122490162077166,1.6742991404087464e-85,6.458060914936389e-85,MPO,
7,87401697,87480435,78739,-,ENSG00000005471,467.83562372118723,-2.9894088983517597,0.09921839490357784,3.179800744217987e-221,3.3641053463456276e-220,ABCB4,
16,981770,986979,5210,+,ENSG00000005513,537.9603302383615,-1.4595482133233906,0.06913442470664917,1.1633078130352653e-104,5.3802258193258446e-104,SOX8,
17,44372180,44389505,17326,-,ENSG00000005961,67.39653917534565,-1.2498906458712946,0.06792253079993565,2.7985239989176704e-78,1.0084731819743896e-77,ITGA2B,
17,47807372,47821834,14463,-,ENSG00000006025,159.530910580637,-1.546108001126997,0.06359734875914194,8.013791556309546e-136,4.7083574309208e-135,AC003665.1,
17,32927910,32945106,17197,+,ENSG00000006042,5071.737713079927,-1.1104493020369959,0.02293041367109246,0,0,TMEM98,
17,7288263,7294639,6377,-,ENSG00000006047,4.333251283996683,-1.4355284346589474,0.22390457052291354,4.012313612178014e-12,6.323844457692174e-12,YBX2,
