seqnames,start,end,width,strand,gene_id,baseMean,log2FoldChange,lfcSE,pvalue,padj,symbol,tx_ids
7,99238829,99311130,72302,+,ENSG00000002079,98.2569549453866,6.159998081402616,0.19855383445342384,1.0205456200348058e-260,1.4078804102526462e-259,MYH16,
8,17497088,17570573,73486,+,ENSG00000003989,774770.4435150548,5.646166365626768,0.20489563040742356,2.2114967524858524e-180,1.7956381543700512e-179,SLC7A2,
4,15778275,15853232,74958,+,ENSG00000004468,1688.8556760942834,6.249946609544263,0.10223385131568677,0,0,CD38,
7,95583499,95596516,13018,-,ENSG00000004799,22703.168752187095,-4.9619199006178905,0.10996995736493492,0,0,PDK4,
11,60924463,60937159,12697,+,ENSG00000006118,1624.9518194831664,7.711460094580393,0.11016437411513788,0,0,TMEM132A,
16,57372477,57385044,12568,+,ENSG00000006210,4453.836306068453,4.064829574046737,0.09689443962191488,0,0,CX3CL1,
17,27756766,27800499,43734,-,ENSG00000007171,293233.0107734745,7.824406491311244,0.2374197595437437,3.5385785600320495e-287,5.649492062308731e-286,NOS2,
17,9910609,10198551,287943,-,ENSG00000007237,19275.399231752697,4.003947688431219,0.07708452495309095,0,0,AC005747.1,
1,169722640,169764705,42066,-,ENSG00000007908,166492.37047871575,11.153104328826714,0.274658086902185,0,0,SELE,
1,209583714,209613939,30226,+,ENSG00000008118,28.00659570871347,4.698443585478341,0.21564302072391467,3.40893174898752e-133,1.9561909682291853e-132,CAMK1G,
16,3065297,3082192,16896,+,ENSG00000008517,412.0692296555157,5.4985181042034865,0.10245769887767929,0,0,IL32,
1,209756032,209782320,26289,+,ENSG00000009790,130.2777042320049,4.654927979524621,0.12170885333294702,0,0,TRAF3IP3,
1,171248471,171285978,37508,+,ENSG00000010932,3.1746938421598925,-5.571931601489302,0.710701856590866,7.706142552352485e-18,1.3533738850261942e-17,FMO1,
20,54153446,54173986,20541,-,ENSG00000019186,1375.5742136903334,8.911273451169661,0.23255006974383033,0,0,CYP24A1,
11,73646178,73662819,16642,+,ENSG00000021300,179.5407287166199,-4.1844978162554005,0.1079607913161106,0,0,PLEKHB1,
11,102317450,102339403,21954,+,ENSG00000023445,74088.21969072983,6.626655347961503,0.10983784892525356,0,0,BIRC3,
1,12166991,12209228,42238,+,ENSG00000028137,6171.748452847676,5.526915873764496,0.11561314101831595,0,0,TNFRSF1B,
19,42086110,42196585,110476,-,ENSG00000028277,2066.9020184457772,7.48998913185907,0.12710922395657775,0,0,POU2F2,
1,7915894,7943165,27272,-,ENSG00000049249,489.91225616449,4.531364627440787,0.0735401017160244,0,0,TNFRSF9,
4,121131408,121227466,96059,-,ENSG00000050730,350.50638153193484,5.011291806783328,0.1190484006122963,0,0,TNIP3,
9,120902393,120929173,26781,-,ENSG00000056558,12610.427989446898,4.4614053752069385,0.08750133838383325,0,0,TRAF1,
18,63655197,63661893,6697,-,ENSG00000057149,4.426461706637422,10.981513646049965,2.3719304253135074,2.061579312276664e-15,3.4588095419050442e-15,SERPINB3,
1,183186238,183244900,58663,+,ENSG00000058085,1299.616477944678,4.591558394227044,0.13924830394545004,1.1767880112612068e-287,1.8820457267547195e-286,LAMC2,
5,66596361,67169595,573235,+,ENSG00000069020,8229.40649795735,4.160897771836291,0.07222357043823037,0,0,MAST4,
1,186671791,186680423,8633,-,ENSG00000073756,158709.9079215724,7.186252100182641,0.11727403663806572,0,0,PTGS2,
4,74097040,74099196,2157,-,ENSG00000081041,7633.563748820383,8.797777079296297,0.13388271801344748,0,0,CXCL2,
1,201283452,201332993,49542,+,ENSG00000081277,404.56712469878136,4.132544207994174,0.09288517390747618,0,0,PKP1,
7,100367530,100400096,32567,+,ENSG00000085514,1791.0451569465124,5.901866111994243,0.06895315116532971,0,0,PILRA,
20,2794074,2800627,6554,-,ENSG00000088882,1094.5954615701844,9.738294076608788,0.2012057880988922,0,0,CPXM1,
6,132722787,132734765,11979,-,ENSG00000093134,895.7110672233323,6.916038238316099,0.1327955587410769,0,0,VNN3,
1,171185249,171212686,27438,+,ENSG00000094963,197.34290904787042,-4.378744551832795,0.1560748661752473,2.030465674216114e-207,1.9750796173838897e-206,FMO2,
19,55364382,55370463,6082,-,ENSG00000095752,2479.7835543614383,6.808235411486657,0.15708224239688953,0,0,IL11,
6,41158506,41163186,4681,-,ENSG00000095970,4.058919510777505,-4.152327411424884,0.32259315227781127,7.198961474061103e-48,1.917785064160033e-47,TREM2,
19,1285873,1301431,15559,+,ENSG00000099617,4.265619128082045,4.320832311387199,0.35182621604445624,1.2470563463187322e-44,3.2083042937603927e-44,EFNA2,
22,20774113,20787720,13608,+,ENSG00000099937,69.83450621244879,4.202807486406811,0.12017242175624916,3.295272562127337e-294,5.449442682866263e-293,SERPIND1,
22,24494107,24528390,34284,+,ENSG00000100024,246.47825286912783,5.057147134800139,0.08644101596253569,0,0,UPB1,
14,35401511,35404749,3239,-,ENSG00000100906,32934.25173010914,4.626209402286409,0.06255814712288488,0,0,NFKBIA,
20,62642503,62685785,43283,+,ENSG00000101187,58.49476343491615,4.025603108743367,0.15466120091542995,1.2413544103318723e-174,9.69978793047815e-174,SLCO4A1,
20,32052188,32101856,49669,+,ENSG00000101336,183.2212160115755,5.023288035974139,0.15064229873813828,8.011818954966719e-294,1.3178479050413644e-292,HCK,
X,109372906,109482072,109167,-,ENSG00000101890,6.926408409652029,5.0042765084829455,0.23393611282179352,1.0113650013771815e-119,5.249208852329109e-119,GUCY2F,
X,48913182,48919024,5843,-,ENSG00000102096,5958.201983028444,4.276061373145511,0.059705331815671156,0,0,PIM2,
16,14632931,14669236,36306,+,ENSG00000103429,299.5456254991365,-14.734303019520635,1.9625775931024831,6.670299608535305e-30,1.4130019996429377e-29,BFAR,
15,49858238,50182817,324580,-,ENSG00000104043,2127.962096473369,-5.852424886816564,0.11554956849395574,0,0,ATP8B4,
8,72019917,72075584,55668,-,ENSG00000104321,89.20247999569045,5.836598258661013,0.17938027917653573,2.167153122746044e-269,3.120159975320727e-268,TRPA1,
8,42175233,42207724,32492,-,ENSG00000104368,7610.196672473999,5.753505396588888,0.11388898250260504,0,0,PLAT,
8,42374063,42377229,3167,-,ENSG00000104371,18.480486727298278,6.742735633644522,0.25199384296088556,4.999559161761495e-201,4.668951306170795e-200,DKK4,
19,49889654,49929539,39886,-,ENSG00000104951,207.11735213289975,4.455332745474447,0.0828406828491336,0,0,IL4I1,
19,4229523,4237528,8006,+,ENSG00000105246,33.56994096859256,8.131010697160063,0.2754473524021839,7.612294308064443e-285,1.2038895587206027e-283,EBI3,
19,10286955,10288522,1568,+,ENSG00000105371,97.89236963821578,4.3164858897828395,0.1247841502628069,2.692551336883491e-294,4.4567032522322444e-293,ICAM4,
7,93885396,93890753,5358,-,ENSG00000105825,3302.751553687369,6.910047787422343,0.15243036476188754,0,0,TFPI2,
7,99648194,99679998,31805,-,ENSG00000106258,12230.712358247467,4.230503991361638,0.11804071861037667,0,0,CYP3A5,
9,92456205,92482506,26302,-,ENSG00000106819,2531.209551242084,-5.253651523722588,0.1020234671240183,0,0,ASPN,
17,40015361,40017813,2453,+,ENSG00000108342,1561.765442143936,11.908886072576083,0.26115785382213796,0,0,CSF3,
17,34270221,34272242,2022,+,ENSG00000108688,454.8160043479075,5.62994888333314,0.12889733818235816,0,0,CCL7,
17,34255218,34257203,1986,+,ENSG00000108691,22237.52130101532,4.783778053350665,0.1052324011689253,0,0,CCL2,
17,34319435,34321402,1968,+,ENSG00000108700,286.03398955598675,5.444037778730564,0.19245647889987957,1.950305966292189e-227,2.153380263559433e-226,CCL8,
