seqnames,start,end,width,strand,gene_id,baseMean,log2FoldChange,lfcSE,pvalue,padj,symbol,tx_ids
7,117465784,117715971,250188,+,ENSG00000001626,5.879164444286505,3.780019061703477,0.32929110759602875,6.254339219523909e-38,1.481155821321098e-37,CFTR,
7,99238829,99311130,72302,+,ENSG00000002079,98.2569549453866,6.159998081402616,0.19855383445342384,1.0205456200348058e-260,1.4078804102526462e-259,MYH16,
7,150800403,150805118,4716,+,ENSG00000002933,94.57822367467415,-3.2316337213537785,0.11356413559044685,9.253023428386496e-191,8.066156147671324e-190,TMEM176A,
8,17296794,17413528,116735,-,ENSG00000003987,1561.25784893766,3.962344366021563,0.0644425793448824,0,0,MTMR7,
8,17497088,17570573,73486,+,ENSG00000003989,774770.4435150548,5.646166365626768,0.20489563040742356,2.2114967524858524e-180,1.7956381543700512e-179,SLC7A2,
4,15778275,15853232,74958,+,ENSG00000004468,1688.8556760942834,6.249946609544263,0.10223385131568677,0,0,CD38,
19,35754566,35758079,3514,-,ENSG00000004776,576.262167281425,-3.0599039907353864,0.07043568777649824,0,0,HSPB6,
7,95583499,95596516,13018,-,ENSG00000004799,22703.168752187095,-4.9619199006178905,0.10996995736493492,0,0,PDK4,
17,58301228,58328795,27568,-,ENSG00000005379,376.79044283130133,-3.2353579512939885,0.09172040017413213,2.5313544568999333e-297,4.246973617425574e-296,TSPOAP1,
11,60924463,60937159,12697,+,ENSG00000006118,1624.9518194831664,7.711460094580393,0.11016437411513788,0,0,TMEM132A,
16,57372477,57385044,12568,+,ENSG00000006210,4453.836306068453,4.064829574046737,0.09689443962191488,0,0,CX3CL1,
19,41549518,41586844,37327,+,ENSG00000007129,4.395005220741138,-3.5973673002193327,0.31163788033306056,7.317207851775203e-35,1.660484808820535e-34,CEACAM21,
17,27756766,27800499,43734,-,ENSG00000007171,293233.0107734745,7.824406491311244,0.2374197595437437,3.5385785600320495e-287,5.649492062308731e-286,NOS2,
17,9910609,10198551,287943,-,ENSG00000007237,19275.399231752697,4.003947688431219,0.07708452495309095,0,0,AC005747.1,
1,169722640,169764705,42066,-,ENSG00000007908,166492.37047871575,11.153104328826714,0.274658086902185,0,0,SELE,
1,209583714,209613939,30226,+,ENSG00000008118,28.00659570871347,4.698443585478341,0.21564302072391467,3.40893174898752e-133,1.9561909682291853e-132,CAMK1G,
12,6310436,6328506,18071,+,ENSG00000008323,7.047456760382469,3.2232488747681276,0.1609529248351549,1.1579061921145636e-94,4.857788594308475e-94,PLEKHG6,
16,3065297,3082192,16896,+,ENSG00000008517,412.0692296555157,5.4985181042034865,0.10245769887767929,0,0,IL32,
1,209756032,209782320,26289,+,ENSG00000009790,130.2777042320049,4.654927979524621,0.12170885333294702,0,0,TRAF3IP3,
1,171248471,171285978,37508,+,ENSG00000010932,3.1746938421598925,-5.571931601489302,0.710701856590866,7.706142552352485e-18,1.3533738850261942e-17,FMO1,
5,150190062,150222788,32727,+,ENSG00000011083,7.169840735342418,3.657757605213299,0.20459476083431183,1.2687563746276765e-81,4.715587072861658e-81,SLC6A7,
22,17734138,17774770,40633,-,ENSG00000015475,618.2340646640266,3.5610433792202745,0.05423599253413064,0,0,BID,
1,86547078,86580754,33677,+,ENSG00000016602,4.173196950735537,-3.9684817746663654,0.3378346550306763,4.425978981608798e-37,1.0356813244017952e-36,CLCA4,
20,54153446,54173986,20541,-,ENSG00000019186,1375.5742136903334,8.911273451169661,0.23255006974383033,0,0,CYP24A1,
11,73646178,73662819,16642,+,ENSG00000021300,179.5407287166199,-4.1844978162554005,0.1079607913161106,0,0,PLEKHB1,
11,102317450,102339403,21954,+,ENSG00000023445,74088.21969072983,6.626655347961503,0.10983784892525356,0,0,BIRC3,
1,93885199,93909456,24258,-,ENSG00000023909,16411.931841242804,3.2748790734656468,0.05215165496098275,0,0,GCLM,
22,50525752,50530032,4281,-,ENSG00000025708,1652.8956375889113,3.6626602385878892,0.08270003795756302,0,0,TYMP,
1,160739057,160754821,15765,+,ENSG00000026751,102.09890968567905,3.3505012839073776,0.11808616219282667,5.2859488837104075e-199,4.855397701635935e-198,SLAMF7,
1,12166991,12209228,42238,+,ENSG00000028137,6171.748452847676,5.526915873764496,0.11561314101831595,0,0,TNFRSF1B,
19,42086110,42196585,110476,-,ENSG00000028277,2066.9020184457772,7.48998913185907,0.12710922395657775,0,0,POU2F2,
5,170246233,170297818,51586,-,ENSG00000043462,62.70363247790122,3.4023726019929255,0.1365633242710444,1.8044577375099574e-158,1.2640099858659057e-157,LCP2,
6,117288300,117425855,137556,-,ENSG00000047936,453.4014097889452,3.607722870559894,0.09539130279452535,0,0,ROS1,
1,7915894,7943165,27272,-,ENSG00000049249,489.91225616449,4.531364627440787,0.0735401017160244,0,0,TNFRSF9,
4,121131408,121227466,96059,-,ENSG00000050730,350.50638153193484,5.011291806783328,0.1190484006122963,0,0,TNIP3,
2,56183990,56386172,202183,+,ENSG00000055813,2913.2381461826067,-3.636374087350991,0.05038467037526993,0,0,CCDC85A,
