seqnames,start,end,width,strand,gene_id,baseMean,log2FoldChange,lfcSE,pvalue,padj,symbol,tx_ids
1,169662007,169854080,192074,+,ENSG00000000460,626.9548854034127,1.2901870853025892,0.036530065147658,1.7682409588062394e-277,2.679487037823532e-276,C1orf112,
1,27612064,27635185,23122,-,ENSG00000000938,108.16817356329197,2.817465336629463,0.1100382539715352,6.324797850198528e-162,4.526604645054909e-161,FGR,
7,117465784,117715971,250188,+,ENSG00000001626,5.879164444286505,3.780019061703477,0.32929110759602875,6.254339219523909e-38,1.481155821321098e-37,CFTR,
7,99238829,99311130,72302,+,ENSG00000002079,98.2569549453866,6.159998081402616,0.19855383445342384,1.0205456200348058e-260,1.4078804102526462e-259,MYH16,
2,72129238,72148038,18801,-,ENSG00000003137,4434.3253137687525,1.0001022026433022,0.06578323032677388,4.2782855393579126e-55,1.228676779897689e-54,CYP26B1,
2,201116154,201176687,60534,+,ENSG00000003402,14993.120733754635,1.9908936637491899,0.0337920557737818,0,0,CFLAR,
8,17296794,17413528,116735,-,ENSG00000003987,1561.25784893766,3.962344366021563,0.0644425793448824,0,0,MTMR7,
8,17497088,17570573,73486,+,ENSG00000003989,774770.4435150548,5.646166365626768,0.20489563040742356,2.2114967524858524e-180,1.7956381543700512e-179,SLC7A2,
4,15778275,15853232,74958,+,ENSG00000004468,1688.8556760942834,6.249946609544263,0.10223385131568677,0,0,CD38,
12,2794970,2805423,10454,+,ENSG00000004478,5410.258800231795,1.192651031086179,0.024566649019747488,0,0,FKBP4,
17,43640389,43661922,21534,-,ENSG00000005102,7.185998370153874,1.4552539884525484,0.12752874522377433,5.369027180592654e-32,1.1693983030292125e-31,MEOX1,
9,35104112,35116341,12230,-,ENSG00000005238,1863.3914637913474,1.1617612894049294,0.04031620664426277,2.097963283782187e-186,1.7736191202757234e-185,FAM214B,
7,107044705,107161811,117107,+,ENSG00000005249,5506.781581338567,1.2707919416813258,0.12699854680194606,4.75941769568819e-28,9.835100534148365e-28,PRKAR2B,
7,105014190,105115019,100830,+,ENSG00000005483,21176.66295638089,1.4067366882076442,0.022712561456201576,0,0,KMT2E,
11,60924463,60937159,12697,+,ENSG00000006118,1624.9518194831664,7.711460094580393,0.11016437411513788,0,0,TMEM132A,
7,97732084,97740472,8389,+,ENSG00000006128,107.28916300649236,1.0077798947989187,0.08068076095727601,3.6014566216924583e-38,8.561918496255224e-38,TAC1,
