seqnames,start,end,width,strand,gene_id,baseMean,log2FoldChange,lfcSE,pvalue,padj,symbol,tx_ids
7,150800403,150805118,4716,+,ENSG00000002933,94.38922443022699,-3.216983741620843,0.11368066519633431,1.7068317486231588e-188,1.4319663739501215e-187,TMEM176A,
19,35754566,35758079,3514,-,ENSG00000004776,578.8734735469366,-3.059567506892907,0.07107308295083675,0,0,HSPB6,
19,35774532,35788822,14291,+,ENSG00000004777,85.09027048150338,-2.2992210226483056,0.10183770969691791,2.4956714475459546e-123,1.3013040335648776e-122,ARHGAP33,
7,95583499,95596516,13018,-,ENSG00000004799,22675.207680257103,-4.959735328325895,0.11107154268250463,0,0,PDK4,
17,58301228,58328795,27568,-,ENSG00000005379,376.5259081409695,-3.2459939262866904,0.09205202004515818,4.796646282041177e-297,7.878886846242911e-296,TSPOAP1,
17,58269856,58280935,11080,-,ENSG00000005381,25.185502133343718,-2.487178052455082,0.1297648895138419,9.882998102268517e-89,3.8428644474396354e-88,MPO,
7,87401697,87480435,78739,-,ENSG00000005471,468.5632691355816,-2.998617343223638,0.09979553599297335,4.589965749416236e-220,4.6858403897142295e-219,ABCB4,
11,17493895,17544416,50522,-,ENSG00000006611,5.615563423382438,-2.6996781877703344,0.2255686552300321,7.321396029335981e-38,1.6912283397063685e-37,USH1C,
19,41549518,41586844,37327,+,ENSG00000007129,4.387146896311762,-3.571283223184493,0.3125232199447246,4.239755049201038e-34,9.276468201697856e-34,CEACAM21,
19,45162928,45178237,15310,-,ENSG00000007255,80.30458693743725,-2.2280107881935485,0.07826558157837836,1.4418023762245135e-186,1.1945316038031917e-185,TRAPPC6A,
17,63928740,63932354,3615,-,ENSG00000007312,295.0060250003971,-2.3664671633952317,0.06068000562906219,0,0,CD79B,
17,63938554,63972918,34365,-,ENSG00000007314,34.56728348090229,-2.4885707166634106,0.13106354797411215,2.8296372672851484e-89,1.1052962470229466e-88,SCN4A,
1,171248471,171285978,37508,+,ENSG00000010932,3.174836460907826,-5.556296996227036,0.7088307866315271,6.586601025857289e-18,1.1338182591247812e-17,FMO1,
7,44512535,44541315,28781,-,ENSG00000015520,28.11372400838685,-2.1895262655118435,0.11987827587541404,1.4137662156948098e-80,5.073774431956343e-80,NPC1L1,
1,86547078,86580754,33677,+,ENSG00000016602,4.193728369031738,-3.96337960770731,0.33927097885566376,1.3362502038803053e-36,3.032045529032389e-36,CLCA4,
