TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
1.20.910.10	-	0.0876460467449	-2.43444877137136	2	1	0.00261780104712042	382	8522	3162	HMOX1
2.30.140.10	-	0.0876460467449	-2.43444877137136	2	1	0.00261780104712042	382	8522	6611	SMS
1.10.437.10	-	0.112886296052355	-2.18137419648386	13	2	0.00523560209424084	382	8522	637,597	BID,BCL2A1
2.10.50.30	-	0.112886296052355	-2.18137419648386	13	2	0.00523560209424084	382	8522	2914,2918	GRM4,GRM8
2.60.40.420	-	0.12795098326374	-2.05610803165604	14	2	0.00523560209424084	382	8522	341208,1943	HEPHL1,EFNA2
4.10.170.10	-	0.128552057324863	-2.05142134131535	3	1	0.00261780104712042	382	8522	8626	TP63
3.40.50.1480	-	0.128552057324863	-2.05142134131535	3	1	0.00261780104712042	382	8522	23382	AHCYL2
1.20.5.120	-	0.128552057324863	-2.05142134131535	3	1	0.00261780104712042	382	8522	5721	PSME2
1.20.120.180	-	0.128552057324863	-2.05142134131535	3	1	0.00261780104712042	382	8522	5721	PSME2
2.20.100.10	-	0.137074944685555	-1.98722746122626	61	5	0.0130890052356021	382	8522	84870,284654,137970,9507,56999	RSPO3,RSPO1,UNC5D,ADAMTS4,ADAMTS9
2.60.210.10	-	0.143449888251042	-1.94176951556488	15	2	0.00523560209424084	382	8522	283514,7185	SIAH3,TRAF1
1.20.5.1160	-	0.148514180569031	-1.90707483325111	80	6	0.0157068062827225	382	8522	3855,4741,3854,3868,9119,3849	KRT7,NEFM,KRT6B,KRT16,KRT75,KRT2
1.10.150.50	-	0.148922792474378	-1.90432727864672	116	8	0.0209424083769634	382	8522	26298,201191,8626,3937,64092,2048,116984,1999	EHF,SAMD14,TP63,LCP2,SAMSN1,EPHB2,ARAP2,ELF3
3.40.50.12780	-	0.149386211244225	-1.90122030475816	30	3	0.00785340314136126	382	8522	2181,51703,2182	ACSL3,ACSL5,ACSL4
2.30.29.30	-	0.159128317799285	-1.83804437205148	411	23	0.0602094240837696	382	8522	54566,9842,79930,55691,5341,116984,90668,55619,55200,660,2886,55612,55022,7262,9938,83478,2888,131583,23550,9108,9456,26499,26230	EPB41L4B,PLEKHM1,DOK3,FRMD4A,PLEK,ARAP2,CARMIL3,DOCK10,PLEKHG6,BMX,GRB7,FERMT1,PID1,PHLDA2,ARHGAP25,ARHGAP24,GRB14,FAM43A,PSD4,MTMR7,HOMER1,PLEK2,TIAM2
1.20.1440.160	-	0.167628605522881	-1.78600442815372	4	1	0.00261780104712042	382	8522	25816	TNFAIP8
1.10.150.220	-	0.167628605522881	-1.78600442815372	4	1	0.00261780104712042	382	8522	81706	PPP1R14C
1.20.1480.20	-	0.167628605522881	-1.78600442815372	4	1	0.00261780104712042	382	8522	375449	MAST4
1.20.1260.10	-	0.167628605522881	-1.78600442815372	4	1	0.00261780104712042	382	8522	2495	FTH1
3.40.80.10	-	0.167628605522881	-1.78600442815372	4	1	0.00261780104712042	382	8522	114770	PGLYRP2
3.10.200.10	-	0.175479922494755	-1.74023064435988	17	2	0.00523560209424084	382	8522	771,767	CA12,CA8
4.10.410.10	-	0.191888699759403	-1.65083976379195	18	2	0.00523560209424084	382	8522	1294,7980	COL7A1,TFPI2
1.10.30.10	-	0.19396820536882	-1.64006102320166	51	4	0.0104712041884817	382	8522	51176,64321,6658,83595	LEF1,SOX17,SOX3,SOX7
3.30.900.10	-	0.204957306234572	-1.58495358380371	5	1	0.00261780104712042	382	8522	84072	HORMAD1
1.20.1270.350	-	0.204957306234572	-1.58495358380371	5	1	0.00261780104712042	382	8522	9732	DOCK4
3.30.390.130	-	0.204957306234572	-1.58495358380371	5	1	0.00261780104712042	382	8522	113878	DTX2
2.130.10.130	-	0.208486344583392	-1.56788173349291	19	2	0.00523560209424084	382	8522	3687,3684	ITGAX,ITGAM
3.40.50.80	-	0.208486344583392	-1.56788173349291	19	2	0.00523560209424084	382	8522	4843,51700	NOS2,CYB5R2
2.30.30.360	-	0.225223121861393	-1.49066371542316	20	2	0.00523560209424084	382	8522	4645,4629	MYO5B,MYH11
2.40.128.20	-	0.229517753733856	-1.47177489415608	37	3	0.00785340314136126	382	8522	3934,5004,5005	LCN2,ORM1,ORM2
3.10.20.380	-	0.240616142561361	-1.4245523847522	6	1	0.00261780104712042	382	8522	8313	AXIN2
1.10.3860.10	-	0.240616142561361	-1.4245523847522	6	1	0.00261780104712042	382	8522	6506	SLC1A2
1.20.120.550	-	0.240616142561361	-1.4245523847522	6	1	0.00261780104712042	382	8522	9536	PTGES
1.20.990.10	-	0.240616142561361	-1.4245523847522	6	1	0.00261780104712042	382	8522	4843	NOS2
2.60.40.720	-	0.240616142561361	-1.4245523847522	6	1	0.00261780104712042	382	8522	8626	TP63
3.90.1480.20	-	0.242053354384633	-1.4185971044622	21	2	0.00523560209424084	382	8522	6482,6484	ST3GAL1,ST3GAL4
3.60.20.10	-	0.242053354384633	-1.4185971044622	21	2	0.00523560209424084	382	8522	5698,5699	PSMB9,PSMB10
1.10.1300.10	-	0.242053354384633	-1.4185971044622	21	2	0.00523560209424084	382	8522	5152,5142	PDE9A,PDE4B
2.60.40.150	-	0.253704574792125	-1.37158478024888	154	9	0.0235602094240838	382	8522	23327,51760,9732,79772,123036,55619,23025,388125,23286	NEDD4L,SYT17,DOCK4,MCTP1,TC2N,DOCK10,UNC13A,C2CD4B,WWC1
2.60.40.690	-	0.274679627013172	-1.29214985312642	7	1	0.00261780104712042	382	8522	718	C3
2.60.40.630	-	0.274679627013172	-1.29214985312642	7	1	0.00261780104712042	382	8522	6775	STAT4
1.10.510.50	-	0.274679627013172	-1.29214985312642	7	1	0.00261780104712042	382	8522	117283	IP6K3
3.30.950.30	-	0.274679627013172	-1.29214985312642	7	1	0.00261780104712042	382	8522	162394	SLFN5
3.30.390.30	-	0.274679627013172	-1.29214985312642	7	1	0.00261780104712042	382	8522	7296	TXNRD1
1.10.3430.10	-	0.274679627013172	-1.29214985312642	7	1	0.00261780104712042	382	8522	51458	RHCG
3.10.50.10	-	0.274679627013172	-1.29214985312642	7	1	0.00261780104712042	382	8522	1118	CHIT1
1.10.532.10	-	0.274679627013172	-1.29214985312642	7	1	0.00261780104712042	382	8522	6775	STAT4
3.10.100.10	-	0.28360323313936	-1.26017908403879	99	6	0.0157068062827225	382	8522	6401,10584,26253,7130,5068,960	SELE,COLEC10,CLEC4E,TNFAIP6,REG3A,CD44
1.20.140.30	-	0.307218955552892	-1.18019457533851	8	1	0.00261780104712042	382	8522	79817	MOB3B
1.10.287.370	-	0.307218955552892	-1.18019457533851	8	1	0.00261780104712042	382	8522	10471	PFDN6
3.40.50.10140	-	0.326259900350503	-1.12006097490374	26	2	0.00523560209424084	382	8522	7097,8809	TLR2,IL18R1
3.40.50.1820	-	0.331124860717217	-1.10525975202505	105	6	0.0157068062827225	382	8522	4023,58489,11343,119548,51365,9388	LPL,ABHD17C,MGLL,PNLIPRP3,PLA1A,LIPG
2.60.40.2030	-	0.338302154859334	-1.08381583354584	9	1	0.00261780104712042	382	8522	6547	SLC8A3
3.40.930.10	-	0.338302154859334	-1.08381583354584	9	1	0.00261780104712042	382	8522	8671	SLC4A4
1.10.10.10	-	0.341264601300962	-1.07509714570321	231	12	0.031413612565445	382	8522	6000,5341,3169,7849,1999,3394,26298,3008,731220,26499,3659,9628	RGS7,PLEK,FOXA1,PAX8,ELF3,IRF8,EHF,HIST1H1E,RFX8,PLEK2,IRF1,RGS6
1.10.840.10	-	0.342887691494006	-1.07035231547975	27	2	0.00523560209424084	382	8522	153020,10125	RASGEF1B,RASGRP1
4.10.1240.10	-	0.342887691494006	-1.07035231547975	27	2	0.00523560209424084	382	8522	9340,2642	GLP2R,GCGR
3.40.50.410	-	0.350954276591747	-1.04709933012202	87	5	0.0130890052356021	382	8522	1294,3684,3687,169044,629	COL7A1,ITGAM,ITGAX,COL22A1,CFB
3.40.50.360	-	0.367994223094609	-0.999688039048899	10	1	0.00261780104712042	382	8522	4843	NOS2
1.10.640.10	-	0.367994223094609	-0.999688039048899	10	1	0.00261780104712042	382	8522	5743	PTGS2
2.30.30.190	-	0.367994223094609	-0.999688039048899	10	1	0.00261780104712042	382	8522	1540	CYLD
4.10.900.10	-	0.375723175242678	-0.978902642803812	29	2	0.00523560209424084	382	8522	1000,51176	CDH2,LEF1
2.60.120.290	-	0.377628015328849	-0.973845654325124	49	3	0.00785340314136126	382	8522	8828,7130,81832	NRP2,TNFAIP6,NETO1
3.10.390.10	-	0.396357264307978	-0.925439291853865	11	1	0.00261780104712042	382	8522	326	AIRE
2.60.120.40	-	0.402184803779959	-0.910843585102377	51	3	0.00785340314136126	382	8522	8995,970,114897	TNFSF18,CD70,C1QTNF1
1.20.80.10	-	0.402184803779959	-0.910843585102377	51	3	0.00785340314136126	382	8522	54566,55612,55691	EPB41L4B,FERMT1,FRMD4A
4.10.10.10	-	0.423450617031746	-0.859318378461862	12	1	0.00261780104712042	382	8522	4504	MT3
2.60.120.260	-	0.445497176235467	-0.80856437050782	76	4	0.0104712041884817	382	8522	2048,56265,8828,342897	EPHB2,CPXM1,NRP2,NCCRP1
3.90.550.10	-	0.445497176235467	-0.80856437050782	76	4	0.0104712041884817	382	8522	124872,50614,79623,100528030	B4GALNT2,GALNT9,GALNT14,POC1B-GALNT4
2.60.40.640	-	0.449330977111828	-0.79999552000815	13	1	0.00261780104712042	382	8522	57561	ARRDC3
2.10.10.10	-	0.449330977111828	-0.79999552000815	13	1	0.00261780104712042	382	8522	4318	MMP9
3.90.1150.10	-	0.454503671982355	-0.788549286228142	34	2	0.00523560209424084	382	8522	1644,8942	DDC,KYNU
3.30.1330.30	-	0.474052515093443	-0.746437172087589	14	1	0.00261780104712042	382	8522	10912	GADD45G
1.20.1080.10	-	0.474052515093443	-0.746437172087589	14	1	0.00261780104712042	382	8522	366	AQP9
1.10.1000.11	-	0.497666988439411	-0.697824123548483	15	1	0.00261780104712042	382	8522	23550	PSD4
4.10.75.10	-	0.497666988439411	-0.697824123548483	15	1	0.00261780104712042	382	8522	5266	PI3
3.40.33.10	-	0.497666988439411	-0.697824123548483	15	1	0.00261780104712042	382	8522	51050	PI15
2.60.200.10	-	0.497666988439411	-0.697824123548483	15	1	0.00261780104712042	382	8522	3394	IRF8
2.40.20.10	-	0.520223848721432	-0.653496081725424	16	1	0.00261780104712042	382	8522	5327	PLAT
4.10.270.10	-	0.520223848721432	-0.653496081725424	16	1	0.00261780104712042	382	8522	4629	MYH11
2.60.120.1490	-	0.520223848721432	-0.653496081725424	16	1	0.00261780104712042	382	8522	3914	LAMB3
4.10.260.10	-	0.520223848721432	-0.653496081725424	16	1	0.00261780104712042	382	8522	9628	RGS6
4.10.800.10	-	0.541770344122052	-0.612913086668901	17	1	0.00261780104712042	382	8522	3484	IGFBP1
3.40.50.10330	-	0.541770344122052	-0.612913086668901	17	1	0.00261780104712042	382	8522	9162	DGKI
2.40.70.10	-	0.541770344122052	-0.612913086668901	17	1	0.00261780104712042	382	8522	83714	NRIP2
2.60.40.820	-	0.541770344122052	-0.612913086668901	17	1	0.00261780104712042	382	8522	6926	TBX3
1.25.40.20	-	0.5423578345487	-0.611829284041659	245	11	0.0287958115183246	382	8522	64332,9162,8989,4790,4791,653269,4794,286,4792,651746,1030	NFKBIZ,DGKI,TRPA1,NFKB1,NFKB2,POTEI,NFKBIE,ANK1,NFKBIA,ANKRD33B,CDKN2B
3.90.190.10	-	0.551746399197591	-0.59466676001504	87	4	0.0104712041884817	382	8522	1844,1847,1848,1850	DUSP2,DUSP5,DUSP6,DUSP8
3.40.640.10	-	0.554519821411563	-0.58965272637152	41	2	0.00523560209424084	382	8522	1644,8942	DDC,KYNU
3.30.70.960	-	0.562351617315529	-0.575627971141702	18	1	0.00261780104712042	382	8522	375790	AGRN
3.30.70.1230	-	0.562351617315529	-0.575627971141702	18	1	0.00261780104712042	382	8522	2986	GUCY2F
3.40.50.1240	-	0.562351617315529	-0.575627971141702	18	1	0.00261780104712042	382	8522	669	BPGM
1.10.555.10	-	0.573263199382416	-0.55641033198384	66	3	0.00785340314136126	382	8522	83478,116984,9938	ARHGAP24,ARAP2,ARHGAP25
1.50.10.10	-	0.582010799136918	-0.541266276204774	19	1	0.00261780104712042	382	8522	4121	MAN1A1
4.10.280.10	-	0.592070097655218	-0.524130242906447	115	5	0.0130890052356021	382	8522	4084,56938,27319,3398,9242	MXD1,ARNTL2,BHLHE22,ID2,MSC
3.20.20.70	-	0.593239681092729	-0.522156777677245	44	2	0.00523560209424084	382	8522	10135,91543	NAMPT,RSAD2
1.20.1440.80	-	0.600789097938204	-0.5095113246053	20	1	0.00261780104712042	382	8522	2706	GJB2
2.130.10.30	-	0.600789097938204	-0.5095113246053	20	1	0.00261780104712042	382	8522	55008	HERC6
3.30.1490.20	-	0.635858776757252	-0.452778789422389	22	1	0.00261780104712042	382	8522	284076	TTLL6
1.10.565.10	-	0.640878665994684	-0.444915128598656	48	2	0.00523560209424084	382	8522	8013,4929	NR4A3,NR4A2
3.30.530.20	-	0.652223711732747	-0.427367659751851	23	1	0.00261780104712042	382	8522	26207	PITPNC1
1.10.2000.10	-	0.652223711732747	-0.427367659751851	23	1	0.00261780104712042	382	8522	11211	FZD10
3.80.10.10	-	0.657340628964846	-0.419552933718356	314	13	0.0340314136125654	382	8522	126755,79782,347902,54839,57497,7097,55203,219527,64127,54674,23767,9353,90668	LRRC38,LRRC31,AMIGO2,LRRC49,LRFN2,TLR2,LGI2,LRRC55,NOD2,LRRN3,FLRT3,SLIT2,CARMIL3
3.30.500.10	-	0.667855026261038	-0.403684155554495	24	1	0.00261780104712042	382	8522	154064	RAET1L
3.10.250.10	-	0.682785525202844	-0.381574487462239	25	1	0.00261780104712042	382	8522	64699	TMPRSS3
3.40.850.10	-	0.686091197568185	-0.376744719030638	78	3	0.00785340314136126	382	8522	64005,4629,4645	MYO1G,MYH11,MYO5B
3.30.50.10	-	0.722830904690046	-0.324579964274342	56	2	0.00523560209424084	382	8522	8013,4929	NR4A3,NR4A2
1.10.1450.10	-	0.723678616489378	-0.323407885025687	28	1	0.00261780104712042	382	8522	3732	CD82
3.30.40.160	-	0.723678616489378	-0.323407885025687	28	1	0.00261780104712042	382	8522	116984	ARAP2
3.40.1110.10	-	0.799795560659613	-0.223399133147948	35	1	0.00261780104712042	382	8522	490	ATP2B1
2.120.10.30	-	0.825633553279177	-0.191604243996391	38	1	0.00261780104712042	382	8522	6098	ROS1
1.20.900.10	-	0.828295198721809	-0.188385667939679	70	2	0.00523560209424084	382	8522	26230,55200	TIAM2,PLEKHG6
2.60.120.10	-	0.854984391875611	-0.156672065328248	42	1	0.00261780104712042	382	8522	131096	KCNH8
1.25.10.10	-	0.857203199674301	-0.154080282685177	189	6	0.0157068062827225	382	8522	9750,256957,23002,5317,57718,150365	RIPOR2,HEATR9,DAAM1,PKP1,PPP4R4,MEI1
3.30.420.10	-	0.873714566426054	-0.135001539703007	45	1	0.00261780104712042	382	8522	3669	ISG20
2.70.170.10	-	0.8794053810572	-0.128509303244369	46	1	0.00261780104712042	382	8522	55879	GABRQ
4.10.400.10	-	0.8794053810572	-0.128509303244369	46	1	0.00261780104712042	382	8522	64699	TMPRSS3
1.10.418.10	-	0.884211415720301	-0.123059086883584	81	2	0.00523560209424084	382	8522	6525,29114	SMTN,TAGLN3
3.30.1520.10	-	0.90424421989472	-0.100655800324388	51	1	0.00261780104712042	382	8522	285590	SH3PXD2B
1.50.40.10	-	0.912686201007307	-0.0913631584436447	53	1	0.00261780104712042	382	8522	81894	SLC25A28
3.30.70.330	-	0.926396782845483	-0.0764526449182668	244	7	0.0183246073298429	382	8522	1618,1827,54502,135295,221662,9111,54625	DAZL,RCAN1,RBM47,SRSF12,RBM24,NMI,PARP14
3.30.40.10	-	0.941617614193401	-0.0601560165485474	445	14	0.0366492146596859	382	8522	168433,54739,23024,326,221687,113878,84676,93082,115123,84101,127544,8975,442247,255488	RNF133,XAF1,PDZRN3,AIRE,RNF182,DTX2,TRIM63,NEURL3,MARCH3,USP44,RNF19B,USP13,RFPL4B,RNF144B
3.40.50.1000	-	0.954266276828542	-0.0468125303070463	67	1	0.00261780104712042	382	8522	490	ATP2B1
1.20.120.350	-	0.96198917170125	-0.038752084407587	71	1	0.00261780104712042	382	8522	3788	KCNS2
1.20.1270.60	-	0.963707327696162	-0.0369676324429374	72	1	0.00261780104712042	382	8522	8522	GAS7
2.130.10.10	-	0.992532259890272	-0.00749576328124425	327	7	0.0183246073298429	382	8522	10512,23005,4233,80031,374286,164781,10517	SEMA3C,MAPKBP1,MET,SEMA6D,CDRT1,DAW1,FBXW10
1.25.40.10	-	0.999053812326022	-0.000946635592100582	201	2	0.00523560209424084	382	8522	4688,23508	NCF2,TTC9
3.30.750.24	-	0.999999999963246	-3.67541953840013e-11	5	0	0	382	8522
3.40.50.920	-	0.999999999963246	-3.67541953840013e-11	5	0	0	382	8522
1.25.40.1020	-	0.999999999963246	-3.67541953840013e-11	5	0	0	382	8522
3.20.90.10	-	0.999999999963246	-3.67541953840013e-11	5	0	0	382	8522
1.25.40.280	-	0.999999999963246	-3.67541953840013e-11	5	0	0	382	8522
2.20.70.30	-	0.999999999963246	-3.67541953840013e-11	5	0	0	382	8522
3.30.1600.10	-	0.999999999963246	-3.67541953840013e-11	5	0	0	382	8522
1.10.238.200	-	0.999999999963246	-3.67541953840013e-11	5	0	0	382	8522
2.20.28.130	-	0.999999999963246	-3.67541953840013e-11	5	0	0	382	8522
2.60.40.1860	-	0.999999999963246	-3.67541953840013e-11	5	0	0	382	8522
1.20.120.1110	-	0.999999999963246	-3.67541953840013e-11	5	0	0	382	8522
1.20.1270.50	-	0.999999999963246	-3.67541953840013e-11	5	0	0	382	8522
3.30.1220.10	-	0.999999999963246	-3.67541953840013e-11	5	0	0	382	8522
3.40.350.10	-	0.999999999963246	-3.67541953840013e-11	5	0	0	382	8522
3.40.50.1110	-	0.999999999963246	-3.67541953840013e-11	5	0	0	382	8522
1.10.245.10	-	0.999999999963246	-3.67541953840013e-11	5	0	0	382	8522
3.30.60.160	-	0.999999999963246	-3.67541953840013e-11	5	0	0	382	8522
2.60.40.1660	-	0.999999999963246	-3.67541953840013e-11	5	0	0	382	8522
3.20.20.120	-	0.999999999963246	-3.67541953840013e-11	5	0	0	382	8522
3.30.1050.10	-	0.999999999963246	-3.67541953840013e-11	5	0	0	382	8522
2.160.20.70	-	0.999999999963246	-3.67541953840013e-11	5	0	0	382	8522
3.30.390.10	-	0.999999999963246	-3.67541953840013e-11	5	0	0	382	8522
3.20.110.10	-	0.999999999963246	-3.67541953840013e-11	5	0	0	382	8522
2.60.120.820	-	0.999999999963246	-3.67541953840013e-11	5	0	0	382	8522
1.20.140.20	-	0.999999999963246	-3.67541953840013e-11	5	0	0	382	8522
1.10.150.110	-	0.999999999963246	-3.67541953840013e-11	5	0	0	382	8522
2.60.40.1700	-	0.999999999963246	-3.67541953840013e-11	5	0	0	382	8522
4.10.1080.10	-	0.999999999963246	-3.67541953840013e-11	5	0	0	382	8522
2.80.10.70	-	0.999999999963246	-3.67541953840013e-11	5	0	0	382	8522
1.20.1380.20	-	0.999999999963246	-3.67541953840013e-11	5	0	0	382	8522
3.30.760.10	-	0.999999999963246	-3.67541953840013e-11	5	0	0	382	8522
2.40.290.10	-	0.999999999963246	-3.67541953840013e-11	5	0	0	382	8522
2.60.40.1260	-	0.999999999963246	-3.67541953840013e-11	5	0	0	382	8522
3.30.428.10	-	0.999999999972911	-2.70888991117785e-11	9	0	0	382	8522
1.25.40.530	-	0.999999999972911	-2.70888991117785e-11	9	0	0	382	8522
3.90.110.10	-	0.999999999972911	-2.70888991117785e-11	9	0	0	382	8522
2.30.40.10	-	0.999999999972911	-2.70888991117785e-11	9	0	0	382	8522
1.10.1540.10	-	0.999999999972911	-2.70888991117785e-11	9	0	0	382	8522
1.10.560.10	-	0.99999999997526	-2.47402545652535e-11	14	0	0	382	8522
3.60.40.10	-	0.99999999997526	-2.47402545652535e-11	14	0	0	382	8522
3.10.120.10	-	0.99999999997526	-2.47402545652535e-11	14	0	0	382	8522
1.10.8.720	-	0.99999999997526	-2.47402545652535e-11	14	0	0	382	8522
3.10.260.20	-	0.999999999976216	-2.37837905309753e-11	6	0	0	382	8522
3.90.1290.10	-	0.999999999976216	-2.37837905309753e-11	6	0	0	382	8522
3.10.180.10	-	0.999999999976216	-2.37837905309753e-11	6	0	0	382	8522
1.10.600.10	-	0.999999999976216	-2.37837905309753e-11	6	0	0	382	8522
3.30.1360.120	-	0.999999999976216	-2.37837905309753e-11	6	0	0	382	8522
1.10.287.810	-	0.999999999976216	-2.37837905309753e-11	6	0	0	382	8522
3.40.1190.20	-	0.999999999976216	-2.37837905309753e-11	6	0	0	382	8522
3.10.350.10	-	0.999999999976216	-2.37837905309753e-11	6	0	0	382	8522
2.70.130.10	-	0.999999999976216	-2.37837905309753e-11	6	0	0	382	8522
1.10.10.440	-	0.999999999976216	-2.37837905309753e-11	6	0	0	382	8522
1.10.287.660	-	0.999999999976216	-2.37837905309753e-11	6	0	0	382	8522
2.170.130.20	-	0.999999999976216	-2.37837905309753e-11	6	0	0	382	8522
1.20.58.160	-	0.999999999976216	-2.37837905309753e-11	6	0	0	382	8522
2.160.20.10	-	0.999999999976216	-2.37837905309753e-11	6	0	0	382	8522
