seqnames,start,end,width,strand,gene_id,baseMean,log2FoldChange,lfcSE,pvalue,padj,symbol,tx_ids
X,100627109,100639991,12883,-,ENSG00000000003,2812.8419787164826,0.06192848627334916,0.06952628242556493,0.1490776119776001,0.584880186953065,TSPAN6,
20,50934867,50958555,23689,-,ENSG00000000419,1634.5797378373056,0.028498651056802927,0.0467176796715499,0.43939868502576046,0.8168315581083608,DPM1,
1,169849631,169894267,44637,-,ENSG00000000457,1685.3063654330667,-0.021914287381250622,0.03956136273514557,0.5148254316483478,0.8526115081500528,SCYL3,
1,169662007,169854080,192074,+,ENSG00000000460,680.2544050136606,0.1108481785924969,0.07976334759707296,0.03178382977990172,0.35467742390875784,C1orf112,
1,27612064,27635185,23122,-,ENSG00000000938,147.04574150249906,-0.028743822637502293,0.07818752936342135,0.23527048307819448,0.6701839865110225,FGR,
1,196651878,196747504,95627,+,ENSG00000000971,203415.3682374106,0.24203933612042472,0.15674653422437695,0.00440668601981755,0.1853532692260355,CFH,
6,143494811,143511690,16880,-,ENSG00000001036,7396.631386192152,0.08447269663572923,0.07621585596855861,0.07095628497837761,0.45842055308843616,FUCA2,
6,53497341,53616970,119630,-,ENSG00000001084,1434.498284811215,0.0034786595853209686,0.05540443478627743,0.9275991464578057,0.9840097521779854,GCLC,
6,41072945,41099976,27032,+,ENSG00000001167,2715.222739500287,0.022206367074062303,0.041724291067218575,0.5236312316965457,0.8565873374130529,NFYA,
1,24356999,24416934,59936,-,ENSG00000001460,284.4469155768167,-0.07188933790873486,0.06644864932561957,0.10740293238049259,0.5258603584874129,STPG1,
1,24415802,24472976,57175,+,ENSG00000001461,1575.033440686357,-0.044699788891139625,0.0626293084672803,0.26543126906751163,0.6983502541558353,NIPAL3,
X,65512582,65534775,22194,-,ENSG00000001497,1176.832506240551,-0.04981454875239226,0.06025959735472489,0.23016900420186306,0.6656368990524314,LAS1L,
6,46129989,46146688,16700,+,ENSG00000001561,930.678226819495,0.38487496536239024,0.1699548522371081,7.906337056927927e-4,0.09163737476277872,ENPP4,
3,50155045,50189075,34031,+,ENSG00000001617,41.732029069149256,-0.03125912337365383,0.08070956204448113,0.1480946756402453,0.5841043597801294,SEMA3F,
7,92245974,92401383,155410,+,ENSG00000001629,4520.298036042051,-0.08091210382497917,0.037487613681033025,0.01418173817297899,0.2753092159987112,ANKIB1,
7,92112153,92134803,22651,-,ENSG00000001630,6381.431992278935,0.01985957300472025,0.06539440741547231,0.5763865491000182,0.8785894139082304,CYP51A1,
7,92198969,92246166,47198,-,ENSG00000001631,3205.7717800836017,0.009518603884943548,0.03727235803549005,0.7674167691164652,0.9429116681438674,KRIT1,
12,912077,990053,77977,-,ENSG00000002016,564.3382943529426,0.04023570283160619,0.06616296741626215,0.3081471358840659,0.7293497947103174,RAD52,
7,99238829,99311130,72302,+,ENSG00000002079,156.59364800252055,-0.0031353011830580553,0.07043868888761431,0.8898337635802767,0.9772058463461952,MYH16,
11,64269830,64284704,14875,-,ENSG00000002330,108.91818769414112,-0.019850790974347162,0.06909442971311838,0.5164073883907192,0.8531341881377011,BAD,
4,17577192,17607972,30781,+,ENSG00000002549,3870.380450569685,-0.5702814968266672,0.25632386636754523,0.0010831575191651247,0.10397647670169757,LAP3,
X,2691187,2741309,50123,+,ENSG00000002586,9152.191587067011,0.6163070615166568,0.14384001809999594,2.387137551964823e-7,1.4365977413689839e-4,CD99,
4,11393150,11429564,36415,-,ENSG00000002587,152.82615796886608,0.06717612347655767,0.11020212756031914,0.0446664150166397,0.39558457073081466,HS3ST1,
7,43112629,43566001,453373,+,ENSG00000002746,175.68798267731194,-0.021881235736778713,0.07237682202631071,0.4336165803210051,0.8150247477520393,HECW1,
7,1815793,2233243,417451,-,ENSG00000002822,224.0487823529291,-5.078997942671332e-4,0.0674397245510615,0.9839631462309762,0.9959923854316262,MAD1L1,
17,38869859,38921770,51912,+,ENSG00000002834,7059.900774744415,-0.00896419427478979,0.046591134067850204,0.804723766109266,0.9562205929762821,LASP1,
17,48103357,48123074,19718,+,ENSG00000002919,669.5133767255248,-0.0743303092842759,0.06893821562425168,0.10283794939633902,0.5205276250891444,SNX11,
12,8940361,8949761,9401,-,ENSG00000003056,6052.646904438477,0.020144760339691925,0.03952004007370317,0.5491129536692281,0.8660696938578455,M6PR,
X,117897813,118117340,219528,-,ENSG00000003096,715.6137372932121,0.013849339579460808,0.06863141655300312,0.6350568728262139,0.8988163536982156,KLHL13,
2,72129238,72148038,18801,-,ENSG00000003137,4512.17978541655,-0.06031538107029631,0.08553150299073267,0.14423020330260652,0.5789976704403323,CYP26B1,
7,8113184,8262687,149504,-,ENSG00000003147,202.00308316076786,-0.004890228277144936,0.0701142089388463,0.8352292849094827,0.9642759994819359,ICA1,
16,90004865,90020128,15264,-,ENSG00000003249,17.443726214546622,-0.027365727600274132,0.07951522291163036,0.13534784214322435,0.5697572467083755,DBNDD1,
2,201700267,201780956,80690,-,ENSG00000003393,2103.885353704712,-0.07701736318287832,0.05831559614789872,0.07683901360710559,0.4698319835523177,ALS2,
2,201182881,201229406,46526,+,ENSG00000003400,95.4818106359196,0.02868080041592043,0.07524515179352037,0.3029614756634201,0.7265039401847562,CASP10,
2,201116154,201176687,60534,+,ENSG00000003402,16793.75538595314,-0.009860547235698467,0.056795020690294566,0.7889721696873588,0.9510170123036269,CFLAR,
2,187464230,187565760,101531,-,ENSG00000003436,7607.528461425311,-0.006397884956290681,0.06372692240664413,0.8496841364549026,0.9685333726883355,TFPI,
2,37231631,37253403,21773,+,ENSG00000003509,981.7753945005365,0.05785632358859372,0.04182722185657038,0.10003585641612228,0.5169290110115804,NDUFAF7,
3,50088908,50119021,30114,+,ENSG00000003756,6555.958001713641,0.10085985184694073,0.06551433939644329,0.029282091833162112,0.35002054309662917,RBM5,
8,17296794,17413528,116735,-,ENSG00000003987,2292.519166409874,0.013025276059978231,0.06655011717236595,0.6915429038551149,0.9200550583481685,MTMR7,
8,17497088,17570573,73486,+,ENSG00000003989,1208178.2404996513,0.061092588153114025,0.05697504572116226,0.14003278586805626,0.574740883584194,SLC7A2,
7,127588386,127591700,3315,+,ENSG00000004059,1006.8621316005923,-0.023654090545974237,0.04075168401455003,0.4882190093026727,0.841284499255117,ARF5,
17,28364356,28404049,39694,+,ENSG00000004139,717.1904104563718,-0.04163831633547478,0.059284883126525766,0.29895649486222636,0.7222473812398106,SARM1,
17,28346633,28357527,10895,-,ENSG00000004142,2883.8040070429142,-0.08341198405756166,0.04362041948787222,0.023978557713001697,0.3276790327819542,POLDIP2,
3,129555175,129606818,51644,-,ENSG00000004399,1176.3053284770833,-0.007359766705771562,0.06312301567594314,0.8256997184629736,0.9620775506625019,PLXND1,
1,33007940,33080996,73057,-,ENSG00000004455,9062.573698547629,0.009405955981342053,0.05485580824320556,0.8046477156140386,0.9562205929762821,AK2,
4,15778275,15853232,74958,+,ENSG00000004468,2345.117584618258,-0.004142166990793206,0.06889520013009987,0.8702854225527248,0.9725680257569368,CD38,
12,2794970,2805423,10454,+,ENSG00000004478,6158.249579135596,-0.11190875475987325,0.07983108105712271,0.03363331190408015,0.36226757168187224,FKBP4,
1,23019443,23083689,64247,+,ENSG00000004487,3098.529911615589,-0.04872245555679487,0.03386489961934739,0.1053341100951181,0.5233835939531915,KDM1A,
3,49940007,50100045,160039,+,ENSG00000004534,5040.17939160766,0.01782811259701484,0.056079822060518106,0.6358240639398518,0.8988163536982156,RBM6,
17,3860315,3894891,34577,-,ENSG00000004660,331.53643570576077,0.011561710768181637,0.06907879516431632,0.6787126982653535,0.9150679080149782,CAMKK1,
12,21468910,21501669,32760,-,ENSG00000004700,6622.053810864641,0.01572157926481118,0.052858228429786915,0.6818409466143562,0.9162870995102487,RECQL,
7,93232340,93361123,128784,+,ENSG00000004766,766.0061186303698,3.3770370748865513e-4,0.06262641382408575,0.9939759635566784,0.9978661556378382,VPS50,
19,35754566,35758079,3514,-,ENSG00000004776,90.00343968936544,0.01597934728768263,0.07434377854231909,0.4172804002241693,0.8061719252139248,HSPB6,
